,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PRECIPITATIONCAL
20180305,28.9,34.19,2.23,182.06,0.66,0.15,0.81,0.0
20180306,29.03,31.31,2.19,178.88,0.64,0.15,0.71,0.0
20180307,29.13,37.75,1.48,177.44,0.6,0.14,0.66,0.0
20180308,28.75,38.0,2.05,149.75,0.58,0.14,0.56,0.0
20180309,29.39,41.81,1.44,125.94,0.58,0.14,0.56,0.0
20180310,29.69,44.31,1.35,142.62,0.61,0.14,0.51,0.0
20180311,29.6,44.06,2.27,160.25,0.56,0.13,0.4,0.0
20180312,29.51,44.75,1.74,169.62,0.52,0.13,0.43,0.0
20180313,30.59,36.25,1.79,165.75,0.66,0.13,0.53,0.0
20180314,30.57,32.31,2.17,185.75,0.65,0.13,0.54,0.02
20180315,31.12,38.44,2.45,195.06,0.45,0.13,0.35,0.07
20180316,30.0,40.88,2.36,63.19,0.33,0.15,3.34,0.05
20180317,29.4,42.69,1.42,124.0,0.37,0.18,1.72,0.41
20180318,30.06,43.19,1.34,141.81,0.66,0.18,1.31,0.0
20180319,30.13,38.19,1.04,208.31,0.62,0.17,1.06,0.0
20180320,30.98,37.69,1.38,189.62,0.57,0.16,1.01,0.0
20180321,31.45,38.31,1.84,201.0,0.54,0.16,0.96,0.0
20180322,32.3,33.25,1.41,236.88,0.62,0.16,1.07,0.0
20180323,32.38,22.56,1.35,215.69,0.66,0.16,1.38,0.0
20180324,31.99,28.81,1.04,62.38,0.62,0.15,1.13,0.0
20180325,31.81,41.69,1.19,124.44,0.55,0.15,0.79,0.0
20180326,31.67,37.06,1.16,127.94,0.59,0.15,0.81,0.0
20180327,31.49,34.81,1.29,180.44,0.64,0.14,0.72,0.0
20180328,32.24,39.62,1.91,176.12,0.63,0.14,0.68,0.0
20180329,32.55,45.25,1.98,194.81,0.6,0.14,0.42,0.03
20180330,32.37,47.06,2.45,157.12,0.58,0.13,0.35,0.03
20180331,31.75,52.12,3.43,168.62,0.51,0.13,0.33,0.01
20180401,31.71,50.69,2.91,166.25,0.62,0.14,1.47,12.07
20180402,29.58,61.44,2.56,157.88,0.63,0.46,37.43,0.0
20180403,30.03,57.75,1.59,180.5,0.59,0.44,26.07,0.0
20180404,30.87,53.38,2.42,167.06,0.58,0.39,19.21,0.0
20180405,31.24,51.38,2.88,173.75,0.59,0.35,14.41,0.0
20180406,31.36,48.06,2.64,179.44,0.55,0.32,10.59,0.0
20180407,31.7,47.44,2.22,124.94,0.57,0.31,10.46,0.0
20180408,30.03,53.69,0.94,166.81,0.41,0.44,26.41,8.83
20180409,30.24,53.38,2.27,161.56,0.62,0.39,18.33,0.0
20180410,31.01,50.62,2.53,155.25,0.67,0.34,13.95,0.0
20180411,31.46,48.19,1.99,174.12,0.67,0.31,10.64,0.0
20180412,32.07,44.94,1.63,208.19,0.66,0.28,8.07,0.0
20180413,32.66,45.69,2.43,164.31,0.69,0.26,6.06,0.0
20180414,32.94,47.69,2.39,180.88,0.66,0.24,4.45,0.0
20180415,32.76,48.31,1.91,179.0,0.49,0.23,3.15,0.0
20180416,34.01,40.19,1.71,134.19,0.67,0.22,4.0,0.0
20180417,34.89,38.5,2.33,156.94,0.68,0.21,3.36,0.0
20180418,35.63,36.94,2.06,208.88,0.65,0.2,3.1,0.0
20180419,35.53,35.0,2.94,210.44,0.65,0.19,2.45,0.0
20180420,35.19,41.62,2.59,165.75,0.61,0.18,2.23,0.01
20180421,34.91,43.12,2.34,183.31,0.62,0.17,1.88,0.19
20180422,34.46,45.56,2.68,171.44,0.66,0.19,2.53,0.0
20180423,35.02,41.25,2.46,182.62,0.65,0.19,2.46,0.0
20180424,34.96,41.69,3.07,176.0,0.55,0.24,8.64,2.62
20180425,32.88,46.12,2.41,150.62,0.68,0.38,25.76,0.0
20180426,33.48,43.31,2.8,153.94,0.68,0.33,14.39,0.0
20180427,33.83,43.56,3.03,156.94,0.67,0.29,9.53,0.0
20180428,33.45,46.88,3.53,174.44,0.66,0.26,5.82,0.0
20180429,34.2,43.94,3.48,179.69,0.63,0.24,4.94,0.0
20180430,35.44,43.56,2.7,199.0,0.64,0.22,4.31,0.0
20180501,35.12,48.81,3.61,151.44,0.55,0.21,3.39,0.0
20180502,33.76,52.06,3.38,169.75,0.59,0.24,6.95,0.0
20180503,31.33,62.06,3.2,161.62,0.27,0.46,42.43,14.98
20180504,30.73,63.25,1.8,170.12,0.6,0.52,40.44,0.0
20180505,32.14,59.38,3.16,174.25,0.62,0.43,26.24,0.0
20180506,32.9,53.19,3.16,174.56,0.62,0.4,23.72,0.0
20180507,33.26,51.5,2.61,176.44,0.66,0.37,18.92,0.0
20180508,34.26,48.0,2.75,161.94,0.63,0.33,14.63,0.0
20180509,34.18,46.94,3.41,160.38,0.57,0.3,9.82,0.02
20180510,33.49,48.69,3.29,146.69,0.63,0.28,6.37,0.0
20180511,33.9,47.31,3.02,166.69,0.62,0.27,5.76,0.0
20180512,34.32,47.69,3.52,165.69,0.64,0.28,8.98,0.0
20180513,34.03,47.12,3.5,169.06,0.53,0.28,7.93,0.0
20180514,33.54,47.81,3.55,164.88,0.52,0.28,9.01,5.85
20180515,33.64,44.25,2.54,175.75,0.63,0.3,12.18,0.0
20180516,33.87,40.81,2.88,170.12,0.6,0.27,7.52,0.0
20180517,34.09,43.5,3.28,175.62,0.61,0.25,5.74,0.0
20180518,34.62,42.38,2.55,204.81,0.59,0.23,4.69,0.0
20180519,35.17,41.0,3.65,167.25,0.59,0.22,3.7,0.0
20180520,33.77,48.81,4.23,174.5,0.61,0.21,1.68,0.0
20180521,31.44,56.56,3.83,163.25,0.55,0.21,0.71,0.0
20180522,32.06,55.31,2.05,196.31,0.58,0.21,1.07,0.0
20180523,32.15,52.12,3.26,165.38,0.49,0.22,2.46,0.79
20180524,30.34,59.25,2.66,167.88,0.52,0.33,6.84,0.0
20180525,33.03,49.19,3.41,161.69,0.57,0.31,9.82,0.0
20180526,33.73,50.12,3.71,162.69,0.59,0.28,7.06,0.07
20180527,33.63,52.56,2.86,162.5,0.6,0.26,5.23,0.0
20180528,33.55,51.0,3.43,168.44,0.61,0.24,3.06,0.0
20180529,34.98,47.12,2.82,173.75,0.62,0.23,4.16,0.0
20180530,36.12,42.06,2.48,188.31,0.59,0.22,2.91,0.0
20180531,32.98,53.0,1.9,213.31,0.38,0.21,2.53,0.56
20180601,32.88,56.12,2.09,174.31,0.51,0.23,2.43,2.22
20180602,29.55,68.81,2.03,269.69,0.13,0.41,11.76,31.8
20180603,32.1,56.94,1.63,238.06,0.59,0.48,33.29,0.0
20180604,33.08,52.81,2.06,190.81,0.59,0.42,22.17,0.0
20180605,31.14,59.62,2.2,195.38,0.44,0.42,15.19,1.75
20180606,28.8,78.38,2.09,211.19,0.38,0.66,35.95,5.26
20180607,28.56,78.25,2.3,240.31,0.43,0.58,25.15,0.41
20180608,29.31,72.38,2.49,225.44,0.45,0.5,26.73,0.06
20180609,29.0,72.12,3.29,275.56,0.34,0.54,31.2,8.26
20180610,29.49,66.81,3.98,262.5,0.36,0.54,33.66,7.7
20180611,28.49,76.0,3.77,273.88,0.23,0.59,28.94,11.52
20180612,29.57,70.38,3.68,269.38,0.27,0.55,29.74,2.46
20180613,30.67,64.0,3.86,260.75,0.55,0.56,40.17,0.0
20180614,32.01,55.19,3.27,266.38,0.59,0.48,37.52,0.0
20180615,32.29,53.44,3.29,270.38,0.59,0.47,37.77,0.17
20180616,31.93,49.75,3.62,272.44,0.6,0.47,35.35,0.0
20180617,31.57,51.69,3.47,268.44,0.62,0.45,31.63,0.02
20180618,31.68,51.31,3.93,264.56,0.61,0.45,31.9,0.0
20180619,31.41,56.81,2.94,269.94,0.63,0.46,30.92,0.0
20180620,30.26,59.0,2.66,212.06,0.65,0.45,23.06,0.0
20180621,30.24,63.31,0.98,195.19,0.54,0.48,24.49,0.38
20180622,28.4,76.62,1.77,146.88,0.38,0.64,28.38,33.13
20180623,28.87,74.88,1.62,196.06,0.4,0.63,42.4,0.23
20180624,28.58,72.56,2.23,252.31,0.53,0.54,24.53,0.0
20180625,29.03,65.38,3.27,236.19,0.59,0.51,32.32,0.04
20180626,29.1,65.62,3.06,262.88,0.51,0.51,30.36,0.15
20180627,28.59,71.94,3.21,275.81,0.31,0.6,43.46,29.99
20180628,27.87,73.5,3.19,247.25,0.23,0.62,38.05,5.65
20180629,29.01,66.06,2.03,217.06,0.39,0.54,35.64,0.12
20180630,28.4,65.94,2.23,227.62,0.56,0.52,32.55,2.19
20180701,29.27,64.69,2.14,229.88,0.42,0.52,31.07,0.27
20180702,30.33,58.38,1.91,241.88,0.51,0.5,38.47,0.2
20180703,28.01,67.75,3.55,252.38,0.41,0.52,29.05,0.89
20180704,29.59,62.75,3.59,273.12,0.46,0.5,32.91,1.06
20180705,29.36,66.25,3.23,277.0,0.41,0.52,33.51,6.19
20180706,27.5,76.44,3.62,288.81,0.3,0.62,34.6,2.57
20180707,26.07,76.44,3.55,262.5,0.11,0.63,31.22,22.61
20180708,26.87,79.75,3.99,269.56,0.16,0.7,46.49,58.18
20180709,26.25,85.25,3.35,272.88,0.2,0.76,34.74,8.09
20180710,27.85,75.81,3.53,272.81,0.27,0.66,57.87,1.75
20180711,28.45,74.56,3.2,259.0,0.2,0.67,58.8,16.51
20180712,26.86,79.12,4.25,270.81,0.2,0.75,58.96,11.13
20180713,26.74,82.06,3.51,267.94,0.28,0.69,42.8,5.59
20180714,27.19,79.69,3.12,278.44,0.21,0.73,52.81,32.99
20180715,26.73,84.5,3.16,270.94,0.15,0.79,39.2,14.42
20180716,26.76,83.31,3.82,248.88,0.26,0.77,39.17,2.72
20180717,28.11,77.0,4.02,268.12,0.41,0.72,67.08,1.67
20180718,28.11,76.62,3.34,274.88,0.51,0.68,57.26,0.0
20180719,27.58,78.44,3.17,275.69,0.41,0.72,51.65,6.3
20180720,26.26,84.31,3.36,274.44,0.15,0.75,36.55,17.15
20180721,26.62,83.56,3.11,273.31,0.27,0.75,42.36,0.98
20180722,27.51,77.25,3.32,276.12,0.3,0.69,58.21,2.07
20180723,28.03,73.12,2.98,271.19,0.46,0.67,66.1,0.23
20180724,28.52,72.88,2.95,269.81,0.47,0.67,69.58,0.0
20180725,28.67,73.5,2.78,283.12,0.48,0.66,60.67,0.09
20180726,28.01,75.5,2.89,280.75,0.48,0.66,59.21,0.16
20180727,27.75,76.12,2.8,267.56,0.41,0.66,52.52,0.09
20180728,28.48,73.0,2.69,273.25,0.34,0.64,55.06,2.8
20180729,27.85,76.94,2.7,226.06,0.42,0.64,38.92,0.0
20180730,28.34,74.81,2.07,285.06,0.46,0.63,41.07,0.05
20180731,28.47,71.44,2.9,297.75,0.48,0.62,52.7,0.0
20180801,28.47,73.25,2.47,278.19,0.45,0.66,45.96,1.96
20180802,28.23,75.12,3.03,265.31,0.41,0.68,57.16,5.4
20180803,27.42,79.0,2.4,239.69,0.45,0.65,33.98,0.0
20180804,27.98,75.44,2.97,297.06,0.52,0.63,49.44,0.17
20180805,28.02,74.31,3.14,303.25,0.45,0.62,52.65,0.66
20180806,27.31,78.06,2.79,290.0,0.44,0.64,41.15,6.74
20180807,26.45,81.56,2.97,301.19,0.18,0.73,43.27,18.98
20180808,26.76,79.56,3.12,275.44,0.32,0.73,56.59,6.26
20180809,27.76,77.25,2.34,288.62,0.4,0.67,61.85,0.51
20180810,27.94,78.88,3.12,299.69,0.35,0.67,53.15,27.07
20180811,26.82,84.38,3.84,302.25,0.1,0.8,52.84,70.45
20180812,25.65,86.5,4.01,284.94,0.16,0.82,36.86,9.5
20180813,26.23,82.75,3.3,268.75,0.23,0.77,54.4,9.02
20180814,25.98,84.81,3.12,290.25,0.28,0.73,39.37,2.96
20180815,25.39,89.31,3.41,285.88,0.11,0.74,25.97,23.91
20180816,26.24,84.38,5.04,251.38,0.27,0.76,53.1,4.55
20180817,26.52,81.88,2.9,266.56,0.34,0.73,47.19,0.03
20180818,26.45,82.0,3.48,286.5,0.32,0.74,57.79,25.38
20180819,26.19,86.31,3.88,298.25,0.12,0.83,42.95,67.98
20180820,25.11,88.19,4.61,289.81,0.18,0.91,44.63,25.62
20180821,26.62,81.31,3.5,271.69,0.39,0.8,73.42,0.27
20180822,27.08,81.25,2.88,278.62,0.54,0.77,67.62,0.0
20180823,27.43,81.25,3.23,293.88,0.5,0.75,68.79,0.96
20180824,26.71,84.81,2.84,298.88,0.4,0.76,47.45,1.28
20180825,26.44,83.81,2.79,291.94,0.42,0.75,42.52,0.0
20180826,26.06,83.69,2.88,292.75,0.29,0.75,46.65,13.75
20180827,25.47,86.25,2.95,291.38,0.32,0.77,41.23,1.74
20180828,26.05,84.06,2.53,301.19,0.43,0.74,59.39,0.03
20180829,26.4,83.38,1.69,301.31,0.43,0.73,52.28,0.52
20180830,26.68,81.81,2.1,307.06,0.55,0.73,55.15,0.0
20180831,26.62,81.62,2.25,316.38,0.44,0.73,57.67,0.01
20180901,25.96,84.94,1.96,315.69,0.4,0.73,35.58,0.51
20180902,26.53,81.75,1.95,300.44,0.47,0.72,55.14,0.31
20180903,26.8,79.81,2.27,306.38,0.52,0.71,52.24,0.04
20180904,26.66,80.62,2.37,302.62,0.52,0.7,56.33,0.48
20180905,25.66,82.12,2.46,301.06,0.44,0.7,40.07,0.0
20180906,25.23,84.0,2.2,310.69,0.41,0.7,30.54,0.34
20180907,26.12,79.31,2.42,310.0,0.37,0.69,57.42,0.01
20180908,26.51,78.31,1.64,221.94,0.57,0.68,62.81,0.0
20180909,26.71,76.56,0.96,158.25,0.55,0.67,59.89,0.0
20180910,27.0,76.25,0.55,78.44,0.59,0.7,42.03,4.25
20180911,27.44,78.88,1.02,236.81,0.59,0.7,58.93,0.02
20180912,27.37,80.44,0.9,319.38,0.5,0.68,51.18,1.19
20180913,27.42,79.56,0.95,236.19,0.48,0.66,48.96,0.01
20180914,27.37,78.94,0.7,166.75,0.46,0.66,37.57,0.08
20180915,27.46,77.38,1.55,324.38,0.59,0.65,57.66,0.0
20180916,26.37,83.31,2.0,342.25,0.56,0.64,36.94,0.0
20180917,25.9,86.0,1.77,260.44,0.47,0.67,28.81,11.97
20180918,25.74,86.69,2.09,319.69,0.46,0.72,38.8,13.97
20180919,26.29,84.75,2.24,324.44,0.52,0.72,48.02,0.13
20180920,25.76,88.31,2.41,323.75,0.25,0.73,29.57,24.41
20180921,24.27,87.44,4.35,254.94,0.2,0.77,40.45,6.99
20180922,25.44,81.5,2.19,168.94,0.58,0.7,62.27,0.31
20180923,26.26,83.75,1.56,154.5,0.57,0.68,51.61,0.2
20180924,26.84,81.0,0.73,148.88,0.55,0.67,50.06,0.0
20180925,27.41,79.75,0.82,109.81,0.6,0.66,51.11,0.18
20180926,27.25,81.94,0.91,88.88,0.43,0.67,47.04,7.59
20180927,26.98,82.31,0.88,150.12,0.59,0.67,41.01,0.0
20180928,27.33,81.5,0.7,108.81,0.52,0.65,41.6,0.0
20180929,27.34,81.88,0.83,147.0,0.51,0.64,38.9,0.0
20180930,27.56,80.69,1.11,143.62,0.55,0.63,48.0,0.65
20181001,26.18,85.31,1.09,161.0,0.52,0.64,23.66,0.01
20181002,27.6,79.06,0.7,157.06,0.61,0.62,45.62,0.0
20181003,27.65,79.0,1.01,132.56,0.57,0.61,50.23,1.86
20181004,27.02,78.62,1.23,109.44,0.66,0.6,41.56,0.0
20181005,26.56,74.31,1.46,97.56,0.66,0.59,51.36,0.0
20181006,26.95,70.62,1.27,77.06,0.65,0.58,49.38,0.0
20181007,27.03,73.69,1.34,74.38,0.59,0.58,44.24,0.0
20181008,26.65,71.75,1.65,77.5,0.67,0.56,47.91,0.0
20181009,25.98,71.88,2.45,94.69,0.57,0.55,48.24,1.02
20181010,25.51,69.56,3.34,263.81,0.52,0.55,42.36,0.19
20181011,25.55,67.62,3.52,330.88,0.52,0.55,41.36,0.46
20181012,26.69,73.12,2.58,171.75,0.56,0.54,41.34,0.0
20181013,27.17,74.56,1.48,136.75,0.6,0.54,33.13,0.0
20181014,27.11,74.88,1.4,118.56,0.48,0.54,30.83,4.28
20181015,26.01,75.94,1.11,80.19,0.41,0.55,23.9,9.44
20181016,26.18,76.56,1.05,112.31,0.52,0.55,31.5,0.77
20181017,25.26,82.94,0.84,96.75,0.51,0.58,24.43,0.48
20181018,25.7,76.0,1.2,158.0,0.58,0.56,39.56,0.02
20181019,26.08,69.88,1.27,156.06,0.66,0.53,39.72,0.0
20181020,26.71,61.81,1.38,60.81,0.66,0.52,38.69,0.0
20181021,27.15,64.75,1.21,55.88,0.64,0.51,36.44,0.0
20181022,27.22,63.19,1.18,114.62,0.62,0.5,35.74,0.01
20181023,27.54,63.19,1.21,118.56,0.6,0.5,33.29,0.0
20181024,27.12,62.62,1.38,50.75,0.52,0.49,31.37,8.03
20181025,25.57,62.06,1.7,48.19,0.62,0.48,31.54,0.07
20181026,24.57,59.81,1.92,58.12,0.69,0.48,30.54,0.0
20181027,24.49,58.5,2.02,42.44,0.69,0.48,27.85,0.0
20181028,23.88,61.19,2.8,40.94,0.7,0.48,27.92,0.0
20181029,23.9,60.25,2.66,24.06,0.67,0.47,26.45,0.0
20181030,25.37,67.56,2.16,28.94,0.66,0.47,24.45,0.0
20181031,25.98,69.94,2.18,52.44,0.67,0.47,23.53,0.0
20181101,26.15,75.38,2.04,99.38,0.51,0.48,22.01,0.0
20181102,26.87,73.44,1.96,110.06,0.55,0.48,24.96,0.0
20181103,27.39,70.38,1.78,124.75,0.66,0.47,23.43,0.0
20181104,27.38,70.44,1.65,119.25,0.66,0.46,21.88,0.0
20181105,27.37,67.69,1.32,116.81,0.56,0.46,22.17,0.0
20181106,27.3,66.94,1.59,120.12,0.6,0.45,21.14,0.0
20181107,27.38,66.5,1.23,130.5,0.62,0.45,20.4,0.0
20181108,27.01,63.94,1.38,138.38,0.55,0.45,20.25,0.0
20181109,26.54,64.44,1.09,120.69,0.59,0.45,19.33,0.0
20181110,25.87,60.81,1.22,103.81,0.63,0.45,19.31,0.0
20181111,24.22,57.62,1.7,44.69,0.65,0.44,18.28,0.0
20181112,23.33,59.25,2.03,35.75,0.59,0.44,16.63,0.0
20181113,23.21,56.38,2.02,34.62,0.66,0.43,16.5,0.0
20181114,23.68,56.94,1.52,48.62,0.69,0.42,16.88,0.0
20181115,24.68,54.81,1.9,56.31,0.66,0.42,15.97,0.0
20181116,26.4,65.94,1.55,87.75,0.59,0.42,16.4,0.2
20181117,27.43,73.25,1.59,122.5,0.56,0.42,16.03,0.0
20181118,27.86,68.38,1.7,114.38,0.57,0.41,14.5,0.0
20181119,27.83,65.5,1.84,109.44,0.61,0.41,13.3,0.03
20181120,26.93,63.81,1.69,92.94,0.55,0.4,11.85,1.12
20181121,26.44,59.31,1.83,80.56,0.63,0.39,12.11,0.0
20181122,26.32,61.38,1.59,90.5,0.47,0.39,10.32,2.53
20181123,26.03,58.0,1.55,45.75,0.47,0.38,9.99,0.01
20181124,24.69,51.19,1.66,47.81,0.63,0.38,10.37,0.0
20181125,23.55,49.0,1.6,53.0,0.67,0.37,9.59,0.0
20181126,22.9,47.44,1.37,62.06,0.68,0.36,9.03,0.0
20181127,22.96,55.06,1.23,101.44,0.66,0.35,7.32,0.0
20181128,23.44,63.12,1.23,111.5,0.64,0.34,6.44,0.0
20181129,24.49,60.69,1.09,88.81,0.62,0.34,6.48,0.0
20181130,24.45,57.31,1.03,80.38,0.55,0.34,6.22,0.07
20181201,24.08,60.94,1.19,85.94,0.53,0.33,5.29,0.0
20181202,24.94,62.0,1.28,113.12,0.56,0.33,4.44,0.0
20181203,24.07,63.94,1.42,98.25,0.57,0.33,3.56,0.0
20181204,25.53,57.44,1.2,84.5,0.48,0.32,5.02,0.06
20181205,26.53,62.44,0.52,176.5,0.38,0.31,3.79,0.0
20181206,27.01,62.44,0.88,167.25,0.42,0.31,4.03,0.0
20181207,26.87,64.0,1.27,134.0,0.45,0.3,3.78,0.0
20181208,26.58,64.0,1.5,124.94,0.45,0.3,3.17,0.0
20181209,26.27,62.69,1.77,132.44,0.44,0.3,3.15,0.0
20181210,26.8,60.75,2.59,162.19,0.38,0.29,2.77,0.0
20181211,26.12,59.75,2.16,160.81,0.3,0.28,2.49,0.0
20181212,26.4,56.94,1.48,147.88,0.48,0.28,2.88,0.0
20181213,25.57,64.56,1.41,116.44,0.41,0.3,6.03,0.14
20181214,24.51,67.31,1.66,117.0,0.49,0.4,12.44,0.0
20181215,24.4,53.19,2.44,38.88,0.54,0.38,9.88,0.08
20181216,20.77,66.0,3.06,116.44,0.23,0.45,12.75,25.51
20181217,18.27,87.38,4.81,342.88,0.13,0.71,24.33,31.58
20181218,20.07,73.19,3.66,275.56,0.35,0.53,23.53,0.0
20181219,20.88,73.88,1.92,43.69,0.4,0.49,16.86,0.0
20181220,22.54,70.12,0.74,61.81,0.65,0.48,17.36,0.0
20181221,22.62,65.5,1.05,97.56,0.63,0.48,18.24,0.0
20181222,22.16,63.56,0.9,71.25,0.62,0.47,17.11,0.0
20181223,22.51,63.44,0.82,47.88,0.55,0.47,15.82,0.0
20181224,21.8,52.06,1.29,142.19,0.6,0.46,18.67,0.0
20181225,21.62,51.69,1.53,42.06,0.62,0.46,17.86,0.0
20181226,22.5,68.44,1.54,155.12,0.48,0.46,13.75,0.0
20181227,22.87,61.94,1.84,185.69,0.34,0.46,16.78,0.0
20181228,18.79,43.12,2.25,250.19,0.64,0.45,17.12,0.0
20181229,18.69,53.38,1.8,63.19,0.65,0.45,14.62,0.0
20181230,18.5,52.88,1.3,41.75,0.68,0.45,13.04,0.0
20181231,18.51,43.12,1.45,26.31,0.67,0.44,14.26,0.0
20190101,19.82,38.19,1.16,66.94,0.7,0.43,13.27,0.0
20190102,21.47,41.31,1.02,102.19,0.7,0.43,11.96,0.0
20190103,20.89,54.44,1.28,94.75,0.65,0.42,11.66,0.0
20190104,20.55,53.25,1.38,100.62,0.66,0.41,10.96,0.0
20190105,20.88,66.0,1.34,136.31,0.62,0.41,9.69,0.0
20190106,20.83,67.62,1.68,139.69,0.61,0.41,8.51,0.0
20190107,21.73,61.0,1.12,76.69,0.64,0.41,10.16,0.0
20190108,20.35,44.31,1.96,51.38,0.63,0.4,11.1,0.0
20190109,20.04,36.06,1.74,23.19,0.68,0.39,11.54,0.0
20190110,20.94,52.69,1.09,88.31,0.62,0.38,8.22,0.0
20190111,22.03,68.31,1.59,135.0,0.55,0.38,7.13,0.0
20190112,22.21,67.5,1.73,137.0,0.55,0.38,7.58,0.0
20190113,22.52,65.44,1.72,128.69,0.61,0.37,7.34,0.0
20190114,22.71,60.81,1.42,100.62,0.6,0.37,7.58,0.0
20190115,22.17,53.19,1.65,43.81,0.56,0.36,7.25,0.0
20190116,22.17,56.94,1.21,80.44,0.59,0.35,6.56,0.0
20190117,23.01,58.56,0.95,117.62,0.61,0.34,6.28,0.0
20190118,23.19,58.69,1.09,98.69,0.6,0.34,6.64,0.0
20190119,22.66,55.31,1.16,112.62,0.62,0.33,5.77,0.0
20190120,22.83,55.62,1.23,115.5,0.66,0.32,6.06,0.0
20190121,23.09,59.94,1.76,152.94,0.62,0.31,5.71,0.0
20190122,23.15,61.56,2.78,154.94,0.62,0.3,4.68,0.0
20190123,23.31,61.38,2.07,151.5,0.66,0.3,4.69,0.0
20190124,24.76,62.12,2.35,149.19,0.61,0.29,4.09,0.0
20190125,25.08,64.56,3.43,152.31,0.48,0.29,4.44,0.0
20190126,25.23,64.44,2.38,150.62,0.38,0.3,6.05,0.0
20190127,24.47,67.94,1.41,63.69,0.32,0.41,14.11,27.55
20190128,19.91,82.19,2.03,92.12,0.29,0.61,16.5,1.85
20190129,19.29,47.19,2.86,322.06,0.64,0.48,21.44,0.0
20190130,19.27,42.75,1.76,49.12,0.7,0.45,18.34,0.0
20190131,21.44,64.38,1.45,134.38,0.66,0.45,13.45,0.0
20190201,22.67,66.31,1.45,151.69,0.66,0.45,14.14,0.0
20190202,23.08,63.88,1.3,107.62,0.68,0.45,14.98,0.0
20190203,23.67,63.31,1.22,119.31,0.66,0.44,13.93,0.0
20190204,24.12,59.88,1.36,135.31,0.66,0.43,14.17,0.0
20190205,24.82,57.81,0.46,210.0,0.66,0.41,14.03,0.0
20190206,24.72,52.06,0.81,144.75,0.66,0.41,13.33,0.0
20190207,24.74,62.06,2.71,164.75,0.62,0.4,10.3,0.38
20190208,25.33,64.38,1.73,179.0,0.45,0.38,9.2,0.0
20190209,24.56,48.0,2.52,202.06,0.55,0.38,11.9,0.0
20190210,23.08,27.81,1.88,98.56,0.7,0.35,12.31,0.0
20190211,24.11,53.75,1.48,121.5,0.58,0.34,6.84,0.0
20190212,25.24,60.25,1.73,115.5,0.62,0.33,6.61,0.0
20190213,25.19,56.88,1.68,128.06,0.69,0.32,6.86,0.0
20190214,25.28,56.31,1.53,157.38,0.68,0.3,6.44,0.0
20190215,26.32,59.5,2.28,167.5,0.68,0.29,5.09,0.0
20190216,27.16,60.25,2.94,167.88,0.6,0.29,4.49,0.0
20190217,27.74,56.19,2.08,162.44,0.52,0.28,4.12,0.0
20190218,26.94,33.62,1.52,116.38,0.58,0.27,5.54,0.0
20190219,28.08,43.69,1.83,147.56,0.6,0.26,3.74,0.0
20190220,28.56,57.06,2.57,145.88,0.62,0.25,3.0,0.0
20190221,28.46,52.69,1.55,163.44,0.67,0.24,3.14,0.0
20190222,29.75,42.25,0.87,116.75,0.69,0.23,3.71,0.0
20190223,29.72,35.88,1.09,184.69,0.68,0.23,3.43,0.0
20190224,29.12,37.06,2.47,189.19,0.69,0.22,2.77,0.0
20190225,28.83,45.69,2.8,199.44,0.67,0.21,2.3,0.0
20190226,28.35,56.25,3.01,172.0,0.65,0.2,1.56,0.0
20190227,28.9,57.88,2.76,170.38,0.52,0.2,3.15,0.0
20190228,28.56,54.12,1.27,156.25,0.52,0.23,3.94,0.0
20190301,29.01,51.0,1.54,157.38,0.55,0.23,3.94,0.0
20190302,28.8,58.69,3.28,140.44,0.55,0.23,2.55,0.0
20190303,29.56,56.56,2.67,176.38,0.55,0.22,2.02,0.0
20190304,30.44,51.75,3.29,189.56,0.66,0.21,1.9,0.0
20190305,30.34,42.88,2.19,237.5,0.61,0.2,2.37,0.0
20190306,29.26,22.19,2.46,256.25,0.62,0.2,2.64,0.0
20190307,28.9,26.19,1.2,126.44,0.61,0.19,2.4,0.0
20190308,29.61,46.12,0.78,144.5,0.55,0.25,7.53,0.0
20190309,29.68,51.88,1.52,180.75,0.6,0.25,5.07,0.0
20190310,29.73,57.06,2.72,175.81,0.66,0.26,6.65,0.0
20190311,30.68,51.56,3.07,174.69,0.7,0.25,4.66,0.0
20190312,30.71,45.75,2.34,176.81,0.6,0.23,3.66,0.0
20190313,30.74,42.56,3.0,181.12,0.66,0.22,3.14,0.0
20190314,31.12,33.0,2.55,182.56,0.66,0.2,3.03,0.0
20190315,31.46,30.44,2.95,185.75,0.66,0.2,2.48,0.0
20190316,30.31,42.19,3.2,163.75,0.66,0.19,1.65,0.0
20190317,30.05,46.5,3.55,159.69,0.66,0.18,1.26,0.0
20190318,29.14,45.62,3.79,166.06,0.67,0.18,1.29,0.0
20190319,29.64,52.44,2.93,173.06,0.66,0.17,1.01,0.0
20190320,30.19,53.5,3.47,166.31,0.57,0.17,1.1,0.0
20190321,30.47,49.94,4.01,168.12,0.62,0.17,1.1,0.0
20190322,30.64,48.25,2.11,173.25,0.59,0.16,0.91,0.0
20190323,32.21,44.38,1.5,155.62,0.64,0.16,1.02,0.0
20190324,32.8,37.44,1.53,126.25,0.62,0.16,1.09,0.0
20190325,32.23,40.88,1.97,138.25,0.66,0.16,0.95,0.0
20190326,32.18,41.62,2.75,164.69,0.65,0.15,0.73,0.0
